№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
58182,230840022462,"Товарищество с ограниченной ответственностью ""Нурислам стом""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58182,Нет,"Туркестанская область, Сарыагашский район, г.Сарыагаш",Частные организации,Туркестанская область,2023-12-04 11:10:13
58200,230840018903,"""Жүрек медицина орталығы"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58200,Нет,"Туркестанская область, г.Туркестан",Частные организации,Туркестанская область,2023-12-09 19:12:39
58204,221040045245,"""""CARDIO-TURKESTAN"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58204,Нет,"Туркестанская область, г.Туркестан",Частные организации,Туркестанская область,2022-12-09 15:20:25
58226,070240010531,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Областная детская больница"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58226,Да,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2018-11-14 00:00:00
58246,990540001575,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ЦЕНТР ПСИХИЧЕСКОГО ЗДОРОВЬЕ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58246,Нет,"Туркестанская область, г.Кентау",Государственные организации,Туркестанская область,2018-11-14 00:00:00
58258,170440008697,"""РАУАН МЕДИЦИНА ОРТАЛЫҒЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58258,Нет,"Туркестанская область, г.Туркестан",Частные организации,Туркестанская область,2018-11-14 00:00:00
58263,070440004445,ТОО «Реабилитационно -оздоровительный комплекс «Бирколик»,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58263,Нет,"Туркестанская область, Толебийский район, с.Бургулюк",Частные организации,Туркестанская область,2017-11-15 00:00:00
58312,190540005451,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"DOCTOR D""""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58312,Нет,"Туркестанская область, г.Кентау",Частные организации,Туркестанская область,2020-10-01 15:32:49
58324,980640003167,"НГУ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58324,Нет,"Туркестанская область, Сайрамский район, с.Аксу",Частные организации,Туркестанская область,2022-12-06 09:57:59
58333,070440003665,"ТОО ""РОК ""Аксу-Жабаглы""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58333,Нет,"Туркестанская область, Тюлькубасский район, с.им.Турара Рыскулова",Частные организации,Туркестанская область,2018-12-20 00:00:00
58369,210240001424,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""NG COM""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58369,Нет,"Туркестанская область, Сарыагашский район, г.Сарыагаш",Частные организации,Туркестанская область,2021-06-29 09:48:32
58388,210440006610,"ТОВАРИЩЕСТВО С ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДАЛ КӘСІП""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58388,Нет,"Туркестанская область, г.Арысь",Частные организации,Туркестанская область,2021-05-14 11:05:23
58412,201140008022,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЗОН-ИНТЕГРА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58412,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2022-04-13 18:33:29
58603,040640004912,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""УМИТ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58603,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Государственные организации,Карагандинская область,2017-11-17 00:00:00
58481,371240000024,"ГКП на ПХВ ""Областной детский реабилитационный центр ""Акбулак"" УЗ ТО",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58481,Нет,"Туркестанская область, Тюлькубасский район, с.Караагашты",Государственные организации,Туркестанская область,2018-10-18 00:00:00
58342,990640001727,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АМАНГЕЛЬДИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58342,Нет,"Костанайская область, Амангельдинский район, с.Амангельды",Государственные организации,Костанайская область,2017-09-12 00:00:00
58513,230140016016,"ТОО """"Umit doctor"" реабилитационный центр""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58513,Нет,"Туркестанская область, г.Кентау",Частные организации,Туркестанская область,2024-04-26 10:53:48
58737,111240012614,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕТСКАЯ ПОЛИКЛИНИКА 1""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58737,Нет,"Карагандинская область, г.Караганда, район Әлихан Бөкейхан",Частные организации,Карагандинская область,2019-08-21 00:00:00
58524,030940006462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОСАҒА-М""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58524,Нет,"Туркестанская область, г.Арысь",Частные организации,Туркестанская область,2021-02-02 17:54:27
58530,990640003397,"ГКП на ПХВ ""Туркестанская городская центральная больница"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58530,Да,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2018-11-14 00:00:00
58536,680101404880,"Ж.К ""Akimpharm""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58536,Нет,"Туркестанская область, Жетисайский район, п. Асыката",Частные организации,Туркестанская область,2023-04-17 16:58:13
58539,000140000280,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЕ ПАТОЛОГОАНАТОМИЧЕСКОЕ БЮРО"" УПРАВЛЕНИЯ ЗДОРООХРАНЕНИЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58539,Нет,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2018-11-12 00:00:00
58596,220140019544,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНАЯ ОФТАЛЬМОЛОГИЧЕСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДОРОВЬЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58596,Нет,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2022-07-20 10:21:40
58742,180440028613,"ТОО ""КАРАГАНДИНСКАЯ ЖЕЛЕЗНОДОРОЖНАЯ БОЛЬНИЦА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58742,Нет,"Карагандинская область, г.Караганда, район Әлихан Бөкейхан",Субъекты квазигосударственного сектора,Карагандинская область,2017-09-08 00:00:00
58638,991140004756,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ДЕТСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР""УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58638,Нет,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2018-11-14 00:00:00
58763,150840011658,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ ПОЛИКЛИНИКА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58763,Нет,"Карагандинская область, г.Караганда, район Әлихан Бөкейхан",Частные организации,Карагандинская область,2020-11-19 09:20:03
58740,181240026048,ГККП «Областной центр по профилактике ВИЧ-инфекции» управления здравоохранения Туркестанской области,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58740,Нет,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2018-11-14 00:00:00
58748,961240003964,"ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ДӘРIГЕР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58748,Нет,"Туркестанская область, Тюлькубасский район, с.им.Турара Рыскулова",Частные организации,Туркестанская область,2017-09-11 00:00:00
58339,200240024868,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""VITACLINIC""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58339,Нет,"Павлодарская область, г.Аксу",Частные организации,Павлодарская область,2020-09-09 18:52:23
58527,010140002477,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕЛЕЗИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58527,Нет,"Павлодарская область, Железинский район, с.Железинка",Государственные организации,Павлодарская область,2017-09-12 00:00:00
58586,010140000986,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «ИРТЫШСКАЯ РАЙОННАЯ БОЛЬНИЦА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ.",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58586,Нет,"Павлодарская область, Иртышский район, с.Иртышск",Государственные организации,Павлодарская область,2017-09-11 00:00:00
57776,160140019947,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙДАНА-ДЕНТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57776,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2021-09-27 12:21:53
58022,191140010377,"Товарищество с ограниченной ответственностью ""Мед Ай-Ерке""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58022,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2019-12-12 21:39:14
58070,181040013524,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MUSLIM DENT. KZ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58070,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2019-12-09 23:32:04
58152,100740013295,"Товарищество с ограниченной ответственностью ""Клиника МедАрт""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58152,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-09-20 00:00:00
58208,221040037879,"ТОВАРИЩЕСТВО С ОРГАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SYR-SHIPA""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58208,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-11-23 19:06:39
58257,091240019747,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАУХАР ШИПА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58257,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-09-12 00:00:00
58297,070540013527,"ТОО ""ГАРАНТ-7""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58297,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-09-11 00:00:00
58304,970640001773,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АҚКЕРБЕЗ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58304,Нет,"Кызылординская область, Казалинский район, п.Айтеке би",Частные организации,Кызылординская область,2017-09-12 00:00:00
58384,600217401892,"ИП ""Тәжікова Дүйсенкүл""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58384,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-11-10 00:00:00
58435,141240024321,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАС СТОМ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58435,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-02-22 16:04:59
57305,010140001627,"Коммунальное государственное казенное предприятие ""Областное патологоанатомическое бюро"" управления здравоохранения Кызылординской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57305,Нет,"Кызылординская область, г.Кызылорда",Государственные организации,Кызылординская область,2017-11-08 00:00:00
57529,190640014652,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Многопрофильная больница города Байконыр"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57529,Нет,"Кызылординская область, г.Байконыр",Государственные организации,Кызылординская область,2019-11-14 12:07:11
58380,140740004907,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Казалинская многопрофильная центральная районная больница"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58380,Нет,"Кызылординская область, Казалинский район, п.Айтеке би",Государственные организации,Кызылординская область,2017-09-10 00:00:00
58390,231040040553,"Товарищество с ограниченной ответственностью ""AS-Алистом""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58390,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2023-12-13 10:56:49
58462,161240019844,"ТОО ""СЕИТ ДЕНТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58462,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-02-01 15:50:01
58499,201140021604,"ТОО ""Айгерім-Мед""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58499,Нет,"Кызылординская область, Жанакорганский район, с.Жанакорган",Частные организации,Кызылординская область,2022-04-22 10:36:13
58507,151040009352,"Товарищество с ограниченной ответственностью ""Офтальмологический центр ШЫРАК""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58507,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-09-12 00:00:00
58535,210340014866,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСФАН-ДЕНТ КЫЗЫЛОРДА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58535,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2021-08-26 17:43:22
58178,170840003716,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""КАЗАХСТАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58178,Нет,"Костанайская область, г.Аркалык",Частные организации,Костанайская область,2018-04-17 00:00:00
58577,110140008497,"ТОО ""В.В.NURA""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58577,Нет,"г.Астана, район Есиль",Частные организации,Павлодарская область,2019-11-13 17:34:28
58606,010140002289,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МАЙСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58606,Нет,"Павлодарская область, Майский район, с.Коктюбе",Государственные организации,Павлодарская область,2019-11-13 16:30:37
58531,230440030250,"Товарищество с ограниченной ответственностью ""Almash Life""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58531,Нет,"Актюбинская область, Темирский район, п.Шубаркудук",Частные организации,Актюбинская область,2024-02-08 13:12:49
56857,990140001987,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОЛИКЛИНИКА №2 ГОРОДА КАРАГАНДЫ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/56857,Нет,"Карагандинская область, г.Караганда, район Әлихан Бөкейхан",Государственные организации,Карагандинская область,2017-09-08 00:00:00
57986,130940026814,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФТАЛЬМОЛОГИЧЕСКАЯ КЛИНИКА TEN SV""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57986,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-09 00:00:00
58184,980940004314,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИКА ПРОФЕССОРА С.В. ЛОХВИЦКОГО""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58184,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-09 00:00:00
57800,171040015102,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКИЙ ОБЛАСТНОЙ ЦЕНТР ПО ПРОФИЛАКТИКЕ И БОРЬБЕ СО СПИД""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57800,Нет,"Костанайская область, г.Костанай",Государственные организации,Костанайская область,2017-11-30 00:00:00
58046,071140005277,"ТОО ""ФРЕЗЕНИУС МЕДИКАЛ КЕЙР КАЗАХСТАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58046,Нет,"г.Алматы, Медеуский район",Частные организации,Костанайская область,2017-09-11 00:00:00
58061,180740015741,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ГЛАЗНАЯ КЛИНИКА ЛАЗЕР""""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58061,Нет,"Костанайская область, г.Костанай",Частные организации,Костанайская область,2018-12-06 00:00:00
56659,940740000901,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ЦЕНТР ПО ПРОФИЛАКТИКЕ ВИЧ-ИНФЕКЦИИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/56659,Нет,"Атырауская область, г.Атырау",Государственные организации,Атырауская область,2017-09-09 00:00:00
56673,190140027646,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""JARQYN-2019""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/56673,Нет,"Мангистауская область, г.Актау",Частные организации,Атырауская область,2021-12-10 15:52:34
57154,990240002562,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «АТЫРАУСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57154,Нет,"Атырауская область, г.Атырау",Государственные организации,Атырауская область,2017-09-10 00:00:00
57178,220740043493,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКЛИНИК8""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57178,Нет,"Атырауская область, г.Атырау",Частные организации,Атырауская область,2022-12-09 17:12:00
57214,850924400363,ИП НУРЫШЕВА АЛТЫНАЙ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57214,Нет,"Атырауская область, г.Атырау
Атырауская область, г.Атырау",Частные организации,Атырауская область,2024-10-16 09:56:54
57885,180440004785,"ТОО ""DIAVERUM Medical""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57885,Нет,"Алматинская область, Енбекшиказахский район, с.Шелек",Частные организации,г.Алматы,2024-07-09 15:38:20
58024,040840002636,Коммунальное государственное предприятие на праве хозяйственного ведения «Городской центр крови» Управления общественного здоровья,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58024,Нет,"г.Алматы, Бостандыкский район",Государственные организации,г.Алматы,2017-09-14 00:00:00
58301,991240004660,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНЫЙ ЦЕНТР ПЕДИАТРИИ И ДЕТСКОЙ ХИРУРГИИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58301,Да,"г.Алматы, Бостандыкский район",Частные организации,г.Алматы,2017-09-11 00:00:00
56854,220840054479,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""«OTBASY» МЕДИЦИНСКИЙ ЦЕНТР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/56854,Нет,"Жамбылская область, г.Тараз",Частные организации,Жамбылская область,2022-11-11 09:58:57
58294,990240002334,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ЖУАЛЫНСКОГО РАЙОНА УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58294,Нет,"Жамбылская область, Жуалынский район, с.им.Б.Момышулы",Государственные организации,Жамбылская область,2017-09-10 00:00:00
58483,180440019743,"""ARAI"" МЕДИЦИНАЛЫҚ ОРТАЛЫҒЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58483,Нет,"Жамбылская область, г.Тараз",Частные организации,Жамбылская область,2018-10-16 00:00:00
57669,990240006109,«АҚТӨБЕ ОБЛЫСЫНЫҢ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫ» МЕМЛЕКЕТТІК МЕКЕМЕСІНІҢ ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ «ӘЙТЕКЕ БИ АУДАНДЫҚ АУРУХАНАСЫ» МЕМЛЕКЕТТІК КОММУНАЛДЫҚ КӘСІПОРНЫ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57669,Нет,"Актюбинская область, Айтекебийский район, с.Темирбека Жургенева",Государственные организации,Актюбинская область,2017-09-09 00:00:00
57679,990140004575,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ ""КАРГАЛИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57679,Нет,"Актюбинская область, Каргалинский район, с.Бадамша",Государственные организации,Актюбинская область,2017-09-09 00:00:00
58386,990140004009,"""АҚТӨБЕ ОБЛЫСЫНЫҢ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫ"" МЕМЛЕКЕТТІК МЕКЕМЕСІНІҢ ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ ""ШАЛҚАР АУДАНДЫҚ АУРУХАНАСЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ КӘСІПОРЫНЫ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58386,Нет,"Актюбинская область, Шалкарский район, г.Шалкар",Государственные организации,Актюбинская область,2017-09-10 00:00:00
58406,180340023568,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""ОВИ""""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58406,Нет,"Актюбинская область, г.Актобе, район Астана",Частные организации,Актюбинская область,2020-02-26 17:36:30
58411,190240034206,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""DIAMOND DENT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58411,Нет,"Актюбинская область, Актобе Г.А., район Алматы",Частные организации,Актюбинская область,2021-03-18 16:30:36
