№ Участника,Наименование участника,Ссылка,"БИН (ИНН, УНП)",ИИН,РНН
139387,"СЕВЕРО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/139387,131241024523,,
139327,"ФИЛИАЛ №1 ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ""ЭКО"" В ГОРОДЕ АЛМАТЫ",https://fms.ecc.kz/ru/register/supplierreg/show/139327,171041023089,,
139287,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""ТАЛАНТ-К""",https://fms.ecc.kz/ru/register/supplierreg/show/139287,000540006711,,
139187,ИП АХТАМБЕРДИЕВ ЕРЖАН,https://fms.ecc.kz/ru/register/supplierreg/show/139187,,680425302225,
139147,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALẎA MED""",https://fms.ecc.kz/ru/register/supplierreg/show/139147,190740009104,,
139127,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BIO-MED"" (ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИО-МЕД"")",https://fms.ecc.kz/ru/register/supplierreg/show/139127,131240014580,,
139007,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""ЖҰЛДЫЗАЙ""",https://fms.ecc.kz/ru/register/supplierreg/show/139007,181041034403,,
138987,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МНОГОПРОФИЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА №1"" АКИМАТА ГОРОДА АСТАНА",https://fms.ecc.kz/ru/register/supplierreg/show/138987,191240005853,,
138967,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕВЕНТИВ МЕДИКАЛ КЕА""",https://fms.ecc.kz/ru/register/supplierreg/show/138967,190240023270,,
138907,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛ-ЖУСАН""",https://fms.ecc.kz/ru/register/supplierreg/show/138907,120840014082,,
138867,"ИП ""УТЕПОВА АЗИЗА """,https://fms.ecc.kz/ru/register/supplierreg/show/138867,,750730402817,
138787,"КОСТАНАЙСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ СИСТЕМЫ ЗДРАВООХРАНЕНИЯ ""SENIM""",https://fms.ecc.kz/ru/register/supplierreg/show/138787,180641019210,,
138747,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ КОНТРОЛЯ КАЧЕСТВА И БЕЗОПАСНОСТИ ТОВАРОВ И УСЛУГ КОСТАНАЙСКОЙ ОБЛАСТИ КОМИТЕТА КОНТРОЛЯ КАЧЕСТВА И БЕЗОПАСНОСТИ ТОВАРОВ И УСЛУГ МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН""",https://fms.ecc.kz/ru/register/supplierreg/show/138747,190540032270,,
138727,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕРНОЯРСКАЯ ЖЕМЧУЖИНА""",https://fms.ecc.kz/ru/register/supplierreg/show/138727,081240018819,,
138667,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ХИРУРГИЧЕСКАЯ АССОЦИАЦИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/138667,120140009962,,
138587,"РГУ ""ДЕПАРТАМЕНТ КНБ РК ПО КОСТАНАЙСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/138587,980640003682,,
138567,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MUSLIM DENT. KZ""",https://fms.ecc.kz/ru/register/supplierreg/show/138567,181040013524,,
138547,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИТОФАРМ""",https://fms.ecc.kz/ru/register/supplierreg/show/138547,010340002953,,
138387,"АТЫРАУСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""КАЗАХСТАНСКИЙ ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ ЗДРАВООХРАНЕНИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/138387,920141000802,,
138347,"ИП ""ХАН""",https://fms.ecc.kz/ru/register/supplierreg/show/138347,,880112302255,
138327,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""КРЕДО""",https://fms.ecc.kz/ru/register/supplierreg/show/138327,990140005563,,
138287,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МНОГОПРОФИЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА № 3"" АКИМАТА ГОРОДА АСТАНА",https://fms.ecc.kz/ru/register/supplierreg/show/138287,191240005979,,
138187,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОР ЦЕНТР ""АЙ-МЕДИКУС""",https://fms.ecc.kz/ru/register/supplierreg/show/138187,090140016293,,
138127,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АССОЦИАЦИЯ ""ПАНА""",https://fms.ecc.kz/ru/register/supplierreg/show/138127,120240018411,,
138087,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА""PRIMA DENT""",https://fms.ecc.kz/ru/register/supplierreg/show/138087,010840000971,,
138047,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА МОЙЫНКУМСКОГО РАЙОНА УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/138047,990240002097,,
138027,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЦИС""",https://fms.ecc.kz/ru/register/supplierreg/show/138027,070440010443,,
138007,"""ADIL.KZ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/138007,140640020271,,
137987,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАН"" МЕДИЦИНА ОРТАЛЫҒЫ""",https://fms.ecc.kz/ru/register/supplierreg/show/137987,120840003661,,
137947,"""МЕДИКЕР"" ""МЕДИКЕР АССИСТАНС"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІНІҢ ФИЛИАЛЫ",https://fms.ecc.kz/ru/register/supplierreg/show/137947,150141023453,,
137827,"КОСТАНАЙСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/137827,140141005166,,
137767,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР A’DAM""",https://fms.ecc.kz/ru/register/supplierreg/show/137767,180940034923,,
137707,"ВОСТОЧНО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/137707,131241024315,,
137607,"ТОО ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР "" АТАМЕКЕН""",https://fms.ecc.kz/ru/register/supplierreg/show/137607,191040033818,,
137587,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЗДОРОВЬЯ ДЕТОК""",https://fms.ecc.kz/ru/register/supplierreg/show/137587,191140000865,,
137567,"ТОО ""Городская поликлиника № 16""",https://fms.ecc.kz/ru/register/supplierreg/show/137567,190140025302,,
137547,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СЛУХА И РЕЧИ""",https://fms.ecc.kz/ru/register/supplierreg/show/137547,180640025359,,
137507,ИП ТОТАНОВ НУРКЕН,https://fms.ecc.kz/ru/register/supplierreg/show/137507,,900509300838,
137487,"ОБЪЕДИНЕНИЕ ЮРИДИЧЕСКИХ ЛИЦ ""АССОЦИАЦИЯ"" ФАРМАЦЕВТИЧЕСКИЙ КЛАСТЕР ЮЖНОГО КАЗАХСТАНА""",https://fms.ecc.kz/ru/register/supplierreg/show/137487,150740009325,,
137427,"ОБЩЕСТВЕННЫЙ ФОНД ""АЙ-ЗЕРЕ""",https://fms.ecc.kz/ru/register/supplierreg/show/137427,140240016803,,
137407,"""ҚАЗАҚСТАН РЕСПУБЛИКАСЫ ДЕНСАУЛЫҚ САҚТАУ МИНИСТІРЛІГІНІҢ ТАУАРЛАР МЕН КӨРСЕТІЛЕТІН ҚЫЗМЕТТЕРДІҢ САПАСЫ МЕН ҚАУІПСІЗДІГІН БАҚЫЛАУ КОМИТЕТІ ТҮРКІСТАН ОБЛЫСЫНЫҢ ТАУАРЛАР МЕН КӨРСЕТІЛЕТІН ҚЫЗМЕТТЕРДІҢ САПАСЫ МЕН ҚАУІПСІЗДІГІН БАҚЫЛАУ ДЕПАРТАМЕНТІ"" РЕСПУБЛИКАЛЫҚ МЕМЛЕКЕТТІК МЕКЕМЕСІ",https://fms.ecc.kz/ru/register/supplierreg/show/137407,190540031817,,
137367,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ҮМІТ СТОМ""",https://fms.ecc.kz/ru/register/supplierreg/show/137367,190740008562,,
137287,"АТЫРАУСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/137287,131241024995,,
137247,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН ПО ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/137247,990840004937,,
137227,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКМОЛИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/137227,651040000016,,
137207,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАБИЛИТАЦИОННО-САНАТОРНЫЙ КОМПЛЕКС АКВАМЕД+""",https://fms.ecc.kz/ru/register/supplierreg/show/137207,030640013315,,
137047,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""VIVOMEDIK""",https://fms.ecc.kz/ru/register/supplierreg/show/137047,180540007436,,
137007,"ОБЩЕСТВЕННЫЙ ФОНД ""АЛТЫН БАТА""",https://fms.ecc.kz/ru/register/supplierreg/show/137007,150340006198,,
136947,ПАЛАТА ПРЕДПРИНИМАТЕЛЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/register/supplierreg/show/136947,131040017429,,
136927,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛАБ KZ (ЭКОЛАБ КЗ)""",https://fms.ecc.kz/ru/register/supplierreg/show/136927,170440023373,,
136767,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ВОЕННЫЙ ГОСПИТАЛЬ C ПОЛИКЛИНИКОЙ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН В ГОРОДЕ АКТАУ (СЕКРЕТНО)""",https://fms.ecc.kz/ru/register/supplierreg/show/136767,000840005138,,
136747,"Товарищество с ограниченной ответственностью ""КЛИНИКА КАМЕТОВА""",https://fms.ecc.kz/ru/register/supplierreg/show/136747,190940003291,,
136687,"ОБЪЕДИНЕНИЕ ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ И ЮРИДИЧЕСКИХ ЛИЦ ""НАЦИОНАЛЬНАЯ ПАЛАТА ЗДРАВООХРАНЕНИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/136687,110540014822,,
136667,"ИП ""КАМИЛА""",https://fms.ecc.kz/ru/register/supplierreg/show/136667,,820118301714,
136607,РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ «ДЕПАРТАМЕНТ КОНТРОЛЯ КАЧЕСТВА И БЕЗОПАСНОСТИ ТОВАРОВ И УСЛУГ ПАВЛОДАРСКОЙ ОБЛАСТИ КОМИТЕТА КОНТРОЛЯ КАЧЕСТВА И БЕЗОПАСНОСТИ ТОВАРОВ И УСЛУГ МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН»,https://fms.ecc.kz/ru/register/supplierreg/show/136607,190540032687,,
136527,"ОБЪЕДИНЕНИЕ ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ И ЮРИДИЧЕСКИХ ЛИЦ В ФОРМЕ АССОЦИАЦИИ ""НАЦИОНАЛЬНАЯ ПАЛАТА ЗДРАВООХРАНЕНИЯ ПО Г. АСТАНА""",https://fms.ecc.kz/ru/register/supplierreg/show/136527,151140000194,,
136447,ИП БИЛИСБАЕВА НАЗЕРКЕ,https://fms.ecc.kz/ru/register/supplierreg/show/136447,,860706400885,
136407,"""МЕРЕЙ МЕДИЦИНА ОРТАЛЫҒЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/136407,140840002835,,
136347,"ПОФ РОО ""ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ СИСТЕМЫ ЗДРАВООХРАНЕНИЯ ""SENIM""",https://fms.ecc.kz/ru/register/supplierreg/show/136347,180541029432,,
136307,"""SAMED CLINIC"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/136307,190940022268,,
136287,"ВОСТОЧНО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""КАЗАХСТАНСКИЙ ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ ЗДРАВООХРАНЕНИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/136287,920141001008,,
136187,"ПАВЛОДАРСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/136187,131241025988,,
136127,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""DE LUXE EURO DENT""",https://fms.ecc.kz/ru/register/supplierreg/show/136127,181140033384,,
136087,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ЭЛЕКТРОННОГО ЗДРАВООХРАНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/136087,131240004404,,
136027,"ОБЪЕДИНЕНИЕ ЮРИДИЧЕСКИХ ЛИЦ В ФОРМЕ АССОЦИАЦИИ ""ЕВРАЗИЙСКАЯ МЕДИЦИНСКАЯ АССОЦИАЦИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/136027,150240005999,,
135967,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/135967,960540000204,,
135827,"""LOGO & NS"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/135827,051240003459,,
135787,"""МЕДИЦИНА ОРТАЛЫҒЫ ""ИБН СИНА"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/135787,180240022954,,
135767,"ТОО ""АМИНА МЕДИЦИНА ОРТАЛЫҒЫ""",https://fms.ecc.kz/ru/register/supplierreg/show/135767,190440023149,,
135747,"ТОО ""DOCTOR MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/135747,190740004222,,
135727,ИП РАИСБАЕВА ШОЛПАН БАЗАРБАЕВНА,https://fms.ecc.kz/ru/register/supplierreg/show/135727,,700126403706,
135687,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ЖАНДАУА""",https://fms.ecc.kz/ru/register/supplierreg/show/135687,161140003309,,
135667,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНІМ.ӘЕ""",https://fms.ecc.kz/ru/register/supplierreg/show/135667,111140005029,,
135647,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ КОМПАНИЯ ""DAMED""""",https://fms.ecc.kz/ru/register/supplierreg/show/135647,190440019616,,
135627,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ ВОЕННЫЙ ГОСПИТАЛЬ С ПОЛИКЛИНИКОЙ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН""",https://fms.ecc.kz/ru/register/supplierreg/show/135627,990740005013,,
135607,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН ПО ПАВЛОДАРСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/135607,980240000019,,
135587,"ЗАПАДНО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ СИСТЕМЫ ЗДРАВООХРАНЕНИЯ ""SENIM""",https://fms.ecc.kz/ru/register/supplierreg/show/135587,180541033748,,
135527,"ШЫМКЕНТСКИЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""ОТРАСЛЕВОЙ ПРОФЕССИОНАЛЬНЫЙ СОЮЗ РАБОТНИКОВ СИСТЕМЫ ЗДРАВООХРАНЕНИЯ ""SENIM""",https://fms.ecc.kz/ru/register/supplierreg/show/135527,180541016916,,
135467,"""ҚАЗАҚСТАН РЕСПУБЛИКАСЫ ДЕНСАУЛЫҚ САҚТАУ МИНИСТРЛІГІНІҢ ТАУАРЛАР МЕН КӨРСЕТІЛЕТІН ҚЫЗМЕТТЕРДІҢ САПАСЫ МЕН ҚАУІПСІЗДІГІН БАҚЫЛАУ КОМИТЕТІ ШЫМКЕНТ ҚАЛАСЫ ТАУАРЛАР МЕН КӨРСЕТІЛЕТІН ҚЫЗМЕТТЕРДІҢ САПАСЫ МЕН ҚАУІПСІЗДІГІН БАҚЫЛАУ ДЕПАРТАМЕНТІ"" РЕСПУБЛИКАЛЫҚ МЕМЛЕКЕТТІК МЕКЕМЕСІ",https://fms.ecc.kz/ru/register/supplierreg/show/135467,190540031064,,
135387,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР СТОМ""",https://fms.ecc.kz/ru/register/supplierreg/show/135387,091140007029,,
135347,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДА-АКТОБЕ""",https://fms.ecc.kz/ru/register/supplierreg/show/135347,040340002033,,
135327,"КЫЗЫЛОРДИНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ ""РЕСПУБЛИКАНСКАЯ МЕДИЦИНСКАЯ ПАЛАТА""",https://fms.ecc.kz/ru/register/supplierreg/show/135327,140441004109,,
135287,"Республиканское государственное учреждение ""Департамент Комитета национальной безопасности Республики Казахстан по Жамбылской области""",https://fms.ecc.kz/ru/register/supplierreg/show/135287,970240005870,,
135268,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА ДЕПАРТАМЕНТА ПОЛИЦИИ КЫЗЫЛОРДИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/135268,940740000377,,
135263,"""ҚАҒАНАТ РУХЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/135263,190840020357,,
135262,"Государственное учреждение ""Департамент комитета национальной безопасности Республики Казахстан по Кызылординской области и городу Байконыр""",https://fms.ecc.kz/ru/register/supplierreg/show/135262,920740000869,,
135256,"Коммунальное государственное предприятие ""Аркалыкская региональная больница"" Управления здравоохранения акимата Костанайской области",https://fms.ecc.kz/ru/register/supplierreg/show/135256,970940001368,,
135253,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""OPEN CLINIC""",https://fms.ecc.kz/ru/register/supplierreg/show/135253,090240022390,,
135251,"ЧАСТНОЕ УЧРЕЖДЕНИЕ ""СЕМЕЙНО-ВРАЧЕБНАЯ АМБУЛАТОРИЯ ИНТЕРТИЧ ГОРОДА АТЫРАУ И АТЫРАУСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/135251,010840006881,,
135249,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИКЛИНИКА №55""",https://fms.ecc.kz/ru/register/supplierreg/show/135249,140440000943,,
135248,"""ЖАС - АЙ"" МЕДИЦИНАЛЫҚ ОРТАЛЫҒЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІНІҢ ШЫМКЕНТ ҚАЛАСЫНДАҒЫ ФИЛИАЛЫ",https://fms.ecc.kz/ru/register/supplierreg/show/135248,180541030961,,
135240,"УЧРЕЖДЕНИЕ ""КИРОВСКАЯ СЕМЕЙНАЯ ВРАЧЕБНАЯ АМБУЛАТОРИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/135240,980340003572,,
135238,"ТОО ""ARMED CLINIC""",https://fms.ecc.kz/ru/register/supplierreg/show/135238,140640015863,,
135236,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО - КЛИНИЧЕСКИЙ ЦЕНТР НЕВРОЛОГИИ И РЕАБИЛИТАЦИИ ""АЛЬФРЕД+"" (НКЦНР ""АЛЬФРЕД+"")",https://fms.ecc.kz/ru/register/supplierreg/show/135236,180340006936,,
135228,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИДАН МЕДИКАЛ""",https://fms.ecc.kz/ru/register/supplierreg/show/135228,151240007948,,
